timestamp,symbol,regime,confidence,playbook,stance,direction,entry_price,position_size_usd,leverage,stop_loss,take_profit,exit_price,realized_pnl,running_balance,reason,features_json,config_fingerprint,input_hash,prev_hash,row_hash
2026-06-25T11:05:17.016093+00:00,BTCUSDT,BULLISH,0.5608,trend_following_long,REDUCE,LONG,72840.752,422.09,5,70655.5294,77211.1971,70655.5294,-63.31,10488.94,regime BULLISH confidence 0.56 below 0.6 -> REDUCE,"{""liquidity_score"": 0.593, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.879, ""trend_strength"": 0.385, ""volatility"": 0.483}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,7638a4ca760f0bcd6cdf83d61ac148220d928750cb368c9e60bf5f4d50db617e,8e55772c9f1519ee41cb225872765e36dbe0d5438feb0cdb3d7e4c902de8f4d1,e21f1bb00a37e477b53d811e8e3225a4dc0b10c7d1303dafb05f8b36d69fccdb
2026-06-25T11:05:17.016093+00:00,BTCUSDT,BEARISH,0.9256,trend_following_short,TRADE,NONE,,,,,,,,10488.94,"regime BEARISH confidence 0.93, account healthy -> TRADE at default risk budget; playbook trend_following_short emitted no signal","{""liquidity_score"": 0.416, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": -0.823, ""trend_strength"": -0.761, ""volatility"": 0.555}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,c53263a29034f9844e5f429653cc0d5991b70353661ffab15921c3493e915f48,e21f1bb00a37e477b53d811e8e3225a4dc0b10c7d1303dafb05f8b36d69fccdb,f91e4776111d884af0e34a3b46d33a319093abcd4448de43e6eef03273ecb12a
2026-06-25T11:05:17.017083+00:00,BTCUSDT,CHOPPY,0.657,mean_reversion_range,TRADE,LONG,70655.5294,262.22,2,68535.8635,74894.8612,68535.8635,-15.73,10473.21,"regime CHOPPY confidence 0.66, account healthy -> TRADE at default risk budget","{""liquidity_score"": 0.551, ""macro_risk_flag"": true, ""news_shock_flag"": false, ""sentiment_score"": -0.987, ""trend_strength"": -0.088, ""volatility"": 0.657}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,7662d3dae033c756d82a2ab5babf986b65621d0e253d58de9a2780e327cf4473,f91e4776111d884af0e34a3b46d33a319093abcd4448de43e6eef03273ecb12a,3cfc482d1e35739122cb64be01ab85cc1d04a163c733202708076905fc03d3f4
2026-06-25T11:05:17.017083+00:00,BTCUSDT,BULLISH,0.6726,trend_following_long,REDUCE,SHORT,68535.8635,418.93,2,70591.9394,64423.7117,64423.7117,50.27,10523.48,3 consecutive losses >= limit 3 -> REDUCE risk budget,"{""liquidity_score"": 0.84, ""macro_risk_flag"": true, ""news_shock_flag"": false, ""sentiment_score"": 0.878, ""trend_strength"": 0.497, ""volatility"": 0.828}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,c63a2df460f08f6d12e851f9fb6d967cb55e893181ac53911bd1e7ec54fc25fd,3cfc482d1e35739122cb64be01ab85cc1d04a163c733202708076905fc03d3f4,f17872a1457b6f4780f057a7fb320bfa8b6a4ccd10919b4fbac9b86768247afb
2026-06-25T11:05:17.018083+00:00,BTCUSDT,CHOPPY,0.5,mean_reversion_range,REDUCE,NONE,,,,,,,,10523.480000000001,regime CHOPPY confidence 0.50 below 0.6 -> REDUCE; playbook mean_reversion_range emitted no signal,"{""liquidity_score"": 0.829, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.437, ""trend_strength"": -0.284, ""volatility"": 0.487}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,09e8c59807defb748c69fbf8aedd389dc64d437e73c57fc9bc8a0580405a0248,f17872a1457b6f4780f057a7fb320bfa8b6a4ccd10919b4fbac9b86768247afb,759d522f4485938987995d7d7499914d736e591b3a85d9b72f4828332928a9d5
2026-06-25T11:05:17.018083+00:00,BTCUSDT,BULLISH,0.9158000000000001,trend_following_long,TRADE,LONG,64423.7117,841.88,5,62491.0003,68289.1344,68289.1344,252.56,10776.04,"regime BULLISH confidence 0.92, account healthy -> TRADE at default risk budget","{""liquidity_score"": 0.935, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.739, ""trend_strength"": 0.768, ""volatility"": 0.018}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,ef65dc29d05427b56ee0628002ad4c88511b6b2dda0c65d2fd4900bccb0e0363,759d522f4485938987995d7d7499914d736e591b3a85d9b72f4828332928a9d5,dee07e698a3871454b1ab71643d92803e2149b45e4d902a2209257a45a5fdf6a
2026-06-25T11:05:17.018083+00:00,BTCUSDT,BULLISH,0.44439999999999996,trend_following_long,REDUCE,NONE,,,,,,,,10776.04,regime BULLISH confidence 0.44 below 0.6 -> REDUCE; playbook trend_following_long emitted no signal,"{""liquidity_score"": 0.323, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": -0.748, ""trend_strength"": 0.594, ""volatility"": 0.577}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,2b4b8c0a0a6ee350752e17e8d1bd6cf948fe4d65a3adb926458d60d783f979b6,dee07e698a3871454b1ab71643d92803e2149b45e4d902a2209257a45a5fdf6a,e84c22cc18e313481059da66989331407d2781c3a1adf481b1529fefc9d6bbbd
2026-06-25T11:05:17.019082+00:00,BTCUSDT,CHOPPY,0.5,mean_reversion_range,REDUCE,NONE,,,,,,,,10776.04,regime CHOPPY confidence 0.50 below 0.6 -> REDUCE; playbook mean_reversion_range emitted no signal,"{""liquidity_score"": 0.545, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": -0.03, ""trend_strength"": 0.349, ""volatility"": 0.84}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,48743c859f32545ba00961b572f1268836b5501961d43abf351845536015f40f,e84c22cc18e313481059da66989331407d2781c3a1adf481b1529fefc9d6bbbd,cd37fe5aae254d749e083c15fc565455940e05986501bb3186afac1876935acb
2026-06-25T11:05:17.019082+00:00,BTCUSDT,BULLISH,0.629,trend_following_long,TRADE,SHORT,68289.1344,862.08,5,70337.8084,64191.7863,64191.7863,258.62,11034.66,"regime BULLISH confidence 0.63, account healthy -> TRADE at default risk budget","{""liquidity_score"": 0.734, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.595, ""trend_strength"": 0.51, ""volatility"": 0.782}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,080342a096e6f290103dfc9376b32d987bc7ebfcc3b728a68f3e4a8bec927e8d,cd37fe5aae254d749e083c15fc565455940e05986501bb3186afac1876935acb,cbe29c8e7bc1942a8b3205c10bcc3d4edeb48e5719861d2e7a487a7ba93e9acd
2026-06-25T11:05:17.019082+00:00,BTCUSDT,BEARISH,0.4264,trend_following_short,REDUCE,NONE,,,,,,,,11034.660000000002,regime BEARISH confidence 0.43 below 0.6 -> REDUCE; playbook trend_following_short emitted no signal,"{""liquidity_score"": 0.603, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": -0.657, ""trend_strength"": -0.295, ""volatility"": 0.512}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,d14390c7799e39ca5f1b25025c7c5429e6514ff1811ba92e58afd0bf34e1bb67,cbe29c8e7bc1942a8b3205c10bcc3d4edeb48e5719861d2e7a487a7ba93e9acd,66c00cadc032c7053e7e8330058e32dec3466dda93cac2ffb922e688a2f60d4d
2026-06-25T11:05:17.020088+00:00,BTCUSDT,CHOPPY,0.5,mean_reversion_range,REDUCE,NONE,,,,,,,,11034.660000000002,regime CHOPPY confidence 0.50 below 0.6 -> REDUCE; playbook mean_reversion_range emitted no signal,"{""liquidity_score"": 0.999, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": -0.998, ""trend_strength"": -0.052, ""volatility"": 0.033}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,ea1240850c04271081d699588a5f4fa9f1b6427abadd5d11288185d6dbd2aa9f,66c00cadc032c7053e7e8330058e32dec3466dda93cac2ffb922e688a2f60d4d,b33d7d1590abd51d3cc8e351556584faf7ec4689b25fa0f59385f076f98776a8
2026-06-25T11:05:17.020088+00:00,BTCUSDT,BULLISH,0.6374,trend_following_long,TRADE,LONG,64191.7863,882.77,5,62266.0327,68043.2935,68043.2935,264.83,11299.49,"regime BULLISH confidence 0.64, account healthy -> TRADE at default risk budget","{""liquidity_score"": 0.957, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.847, ""trend_strength"": 0.468, ""volatility"": 0.394}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,982558f71650e75b190f7a55a646749b2adc074e1a54cf3822b94e3cf96c3e70,b33d7d1590abd51d3cc8e351556584faf7ec4689b25fa0f59385f076f98776a8,550ad91031bd64039f68d64b357bff316709225ab4ab7a2f9a04bd472aafc418
2026-06-25T11:05:17.021085+00:00,BTCUSDT,BULLISH,0.7658,trend_following_long,TRADE,NONE,,,,,,,,11299.490000000002,"regime BULLISH confidence 0.77, account healthy -> TRADE at default risk budget; playbook trend_following_long emitted no signal","{""liquidity_score"": 0.79, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": -0.771, ""trend_strength"": 0.92, ""volatility"": 0.668}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,69e290e6e430a4cd23370c95236005d4e8945f4d297173fda7939d324050eb6b,550ad91031bd64039f68d64b357bff316709225ab4ab7a2f9a04bd472aafc418,842a0b9c98e01aa3f9026aa6e4f4f3ec444d7920807b056051810fd9fbe2db49
2026-06-25T11:05:17.021085+00:00,BTCUSDT,TRANSITIONING,0.9,NONE,PAUSE,NONE,,,,,,,,11299.490000000002,"regime TRANSITIONING (news_shock_flag triggered forced TRANSITIONING) -> PAUSE, no playbook trusted","{""liquidity_score"": 0.779, ""macro_risk_flag"": false, ""news_shock_flag"": true, ""sentiment_score"": 0.55, ""trend_strength"": -0.348, ""volatility"": 0.6}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,f91084d3e9481919a0d1f024549fdf136c987ee0c9f7f65e4fca4b80243a33f8,842a0b9c98e01aa3f9026aa6e4f4f3ec444d7920807b056051810fd9fbe2db49,4eb692b2c246214209626a4708c89bdc0f039830a6b194cf2e800ae0685b34ea
2026-06-25T11:05:17.021085+00:00,BTCUSDT,BULLISH,0.6308,trend_following_long,TRADE,SHORT,68043.2935,903.96,5,70084.5923,63960.6959,70084.5923,-135.59,11163.9,"regime BULLISH confidence 0.63, account healthy -> TRADE at default risk budget","{""liquidity_score"": 0.71, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": -0.541, ""trend_strength"": 0.739, ""volatility"": 0.533}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,93224c69345572f1ded1b983881a547e3f5639db35db877893dd9ca1c083a1db,4eb692b2c246214209626a4708c89bdc0f039830a6b194cf2e800ae0685b34ea,076cc4020a2112de81d9b7ad64330f5a8c23dd37ebc7689d2da59b7e065295ca
2026-06-25T11:05:17.022083+00:00,BTCUSDT,CHOPPY,0.5,mean_reversion_range,REDUCE,SHORT,70084.5923,139.55,2,72187.1301,65879.5168,65879.5168,16.75,11180.65,regime CHOPPY confidence 0.50 below 0.6 -> REDUCE,"{""liquidity_score"": 0.539, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.846, ""trend_strength"": -0.33, ""volatility"": 0.724}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,c62f48a352dc1835ab156e65f0907cca0fe1ae177c22f4e5d6360baa96484a0b,076cc4020a2112de81d9b7ad64330f5a8c23dd37ebc7689d2da59b7e065295ca,f7a146dc8dd5dd28e4d020f4c1aff1a1f5bf1a5a4c15a73d3c69ad1d9918fa5d
2026-06-25T11:05:17.022083+00:00,BTCUSDT,BEARISH,0.7272000000000001,trend_following_short,TRADE,SHORT,65879.5168,670.84,4,67855.9023,61926.7458,61926.7458,161.0,11341.65,"regime BEARISH confidence 0.73, account healthy -> TRADE at default risk budget","{""liquidity_score"": 0.528, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.819, ""trend_strength"": -0.891, ""volatility"": 0.218}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,475bcf2e16db4fc6d2445795e8f1ce0df587792e843565cec8caebae7de52c9e,f7a146dc8dd5dd28e4d020f4c1aff1a1f5bf1a5a4c15a73d3c69ad1d9918fa5d,18ac0321ccf393bfc9fde5964b79f36e653de25d3d09c6eb9a00cadfd44d539f
2026-06-25T11:05:17.023091+00:00,BTCUSDT,BULLISH,1.0,trend_following_long,TRADE,NONE,,,,,,,,11341.650000000001,"regime BULLISH confidence 1.00, account healthy -> TRADE at default risk budget; playbook trend_following_long emitted no signal","{""liquidity_score"": 0.975, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.761, ""trend_strength"": 0.922, ""volatility"": 0.903}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,59d29a830f10c084a86f11163829b081582040809de2594afc049a1d2f7b6d55,18ac0321ccf393bfc9fde5964b79f36e653de25d3d09c6eb9a00cadfd44d539f,f9eeb93100d41206effa7e28ea0a9aed44ba4c5ceda2212c4ee40145fb8391e0
2026-06-25T11:05:17.023091+00:00,BTCUSDT,CHOPPY,0.5,mean_reversion_range,REDUCE,LONG,61926.7458,141.77,2,60068.9434,65642.3505,60068.9434,-8.51,11333.14,regime CHOPPY confidence 0.50 below 0.6 -> REDUCE,"{""liquidity_score"": 0.668, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.823, ""trend_strength"": 0.112, ""volatility"": 0.135}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,1124b84b5ad5af816904f14e1c7b2394270013d0e1fce2efdc926ab26449b9d1,f9eeb93100d41206effa7e28ea0a9aed44ba4c5ceda2212c4ee40145fb8391e0,183e8598cf0f0dcac4fc0c4313d9cd6f11a4a2a376c46c815196064fd4e6d352
2026-06-25T11:05:17.024043+00:00,BTCUSDT,BEARISH,0.46939999999999993,trend_following_short,REDUCE,LONG,60068.9434,339.99,4,58266.8751,63673.08,58266.8751,-40.8,11292.34,regime BEARISH confidence 0.47 below 0.6 -> REDUCE,"{""liquidity_score"": 0.898, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.543, ""trend_strength"": -0.578, ""volatility"": 0.155}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,0d082f0d27704624095a6c2dce2fecf5fffef7af2efe6a1111da9f9aa4ded038,183e8598cf0f0dcac4fc0c4313d9cd6f11a4a2a376c46c815196064fd4e6d352,9e3730469989838a91f5397b45077b9aa5c1c1357aa96330b645b0770bcd7ab8
2026-06-25T11:05:17.025043+00:00,BTCUSDT,CHOPPY,0.5,mean_reversion_range,REDUCE,SHORT,58266.8751,141.15,2,60014.8814,54770.8626,54770.8626,16.94,11309.28,regime CHOPPY confidence 0.50 below 0.6 -> REDUCE,"{""liquidity_score"": 0.603, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.606, ""trend_strength"": 0.174, ""volatility"": 0.574}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,a6093638133adc0f90a1fd1cd8bada6a381834fa4a3ed2fd48eb351f6329fc6a,9e3730469989838a91f5397b45077b9aa5c1c1357aa96330b645b0770bcd7ab8,eda0df82bad0287ad97914f0419a0b8edb95b61f1d300e13b4e04cebad9d01ac
2026-06-25T11:05:17.026053+00:00,BTCUSDT,CHOPPY,0.5,mean_reversion_range,REDUCE,NONE,,,,,,,,11309.280000000002,regime CHOPPY confidence 0.50 below 0.6 -> REDUCE; playbook mean_reversion_range emitted no signal,"{""liquidity_score"": 0.968, ""macro_risk_flag"": true, ""news_shock_flag"": false, ""sentiment_score"": -0.13, ""trend_strength"": 0.312, ""volatility"": 0.187}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,123e9d8fea33d815f9ddc59032d607391f8c36d7aad2d63f7295fd2265a0eea6,eda0df82bad0287ad97914f0419a0b8edb95b61f1d300e13b4e04cebad9d01ac,b018f6f2e7435d2eb81f177e84c246167bbf6a23bd7cab65e02cbc217b94a38e
2026-06-25T11:05:17.027046+00:00,BTCUSDT,BULLISH,0.5452,trend_following_long,REDUCE,LONG,54770.8626,452.37,5,53127.7367,58057.1144,53127.7367,-67.86,11241.42,regime BULLISH confidence 0.55 below 0.6 -> REDUCE,"{""liquidity_score"": 0.909, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.551, ""trend_strength"": 0.435, ""volatility"": 0.943}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,95f0ecfbe41dd5118c3d691b529d430c93e3b4a297c2066213108b7f508ac2e1,b018f6f2e7435d2eb81f177e84c246167bbf6a23bd7cab65e02cbc217b94a38e,fe4f2d0adaf7bd624eab575346e19741b3ffa3b36a2747a7b5792aee5a0300af
2026-06-25T11:05:17.027558+00:00,BTCUSDT,BEARISH,0.46599999999999997,trend_following_short,REDUCE,NONE,,,,,,,,11241.420000000002,regime BEARISH confidence 0.47 below 0.6 -> REDUCE; playbook trend_following_short emitted no signal,"{""liquidity_score"": 0.396, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.785, ""trend_strength"": -0.623, ""volatility"": 0.234}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,541ba959f257359876d91b466ca1cb2bda8e9539075e0b53672c26a258f3e668,fe4f2d0adaf7bd624eab575346e19741b3ffa3b36a2747a7b5792aee5a0300af,637fac7ec5986fc2de164d76c968c596e0179fcae1f2ab274ffe36f08259fc56
2026-06-25T11:05:17.027558+00:00,BTCUSDT,CHOPPY,0.5,mean_reversion_range,REDUCE,LONG,53127.7367,140.52,2,51533.9046,56315.4009,51533.9046,-8.43,11232.99,regime CHOPPY confidence 0.50 below 0.6 -> REDUCE,"{""liquidity_score"": 0.712, ""macro_risk_flag"": false, ""news_shock_flag"": false, ""sentiment_score"": 0.635, ""trend_strength"": -0.341, ""volatility"": 0.179}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,4ccbab9172d32088ba563bd47af62356ea455c276fbe84527c07045d008d671a,637fac7ec5986fc2de164d76c968c596e0179fcae1f2ab274ffe36f08259fc56,2ea1297881279af97f3ecec0360fc1ac5073f73a96e5a208eb1a3ccfb0178045
2026-06-25T11:05:17.028842+00:00,BTCUSDT,BEARISH,0.903,trend_following_short,TRADE,SHORT,51533.9046,673.98,4,53079.9217,48441.8703,48441.8703,161.76,11394.75,"regime BEARISH confidence 0.90, account healthy -> TRADE at default risk budget","{""liquidity_score"": 0.391, ""macro_risk_flag"": true, ""news_shock_flag"": false, ""sentiment_score"": 0.13, ""trend_strength"": -0.929, ""volatility"": 0.488}",4f337236d134744d401518e83e7454b3da71ddbff2bcbea6d8a2ef6b5f4c8bf5,93dd2ca536838147f9ef415f766ece204796c59decb6718704642117e633258c,2ea1297881279af97f3ecec0360fc1ac5073f73a96e5a208eb1a3ccfb0178045,83d058324982c6e33a323d64c60cca98fa475e96cc7760dd42376f54bbf6ce79
